04/16/24|000061201|Cornwall|OZONE-8HR|PPB|37|8|Ontario Ministry of the Environment|34|0|45.017976|-74.735339|124000061201
04/16/24|000061201|Cornwall|PM2.5-24hr|UG/M3|2.7|24|Ontario Ministry of the Environment|12|0|45.017976|-74.735339|124000061201
04/16/24|000061302|St. Catharines|OZONE-1HR|PPB|50|1|Ontario Ministry of the Environment|-999|-999|43.160056|-79.234750|124000061302
04/16/24|000061302|St. Catharines|OZONE-8HR|PPB|45|8|Ontario Ministry of the Environment|42|0|43.160056|-79.234750|124000061302
04/16/24|000061302|St. Catharines|PM2.5-24hr|UG/M3|4|24|Ontario Ministry of the Environment|17|0|43.160056|-79.234750|124000061302
04/16/24|000061402|Brantford|OZONE-1HR|PPB|53|1|Ontario Ministry of the Environment|-999|-999|43.138611|-80.292639|124000061402
04/16/24|000061402|Brantford|OZONE-8HR|PPB|49|8|Ontario Ministry of the Environment|45|0|43.138611|-80.292639|124000061402
04/16/24|000061402|Brantford|PM2.5-24hr|UG/M3|4.7|24|Ontario Ministry of the Environment|20|0|43.138611|-80.292639|124000061402
04/16/24|000061502|Kitchener|OZONE-1HR|PPB|50|1|Ontario Ministry of the Environment|-999|-999|43.443833|-80.503806|124000061502
04/16/24|000061502|Kitchener|OZONE-8HR|PPB|48|8|Ontario Ministry of the Environment|44|0|43.443833|-80.503806|124000061502
04/16/24|000061502|Kitchener|PM2.5-24hr|UG/M3|3.6|24|Ontario Ministry of the Environment|15|0|43.443833|-80.503806|124000061502
04/16/24|000061802|Guelph|OZONE-1HR|PPB|50|1|Ontario Ministry of the Environment|-999|-999|43.551611|-80.264167|124000061802
04/16/24|000061802|Guelph|OZONE-8HR|PPB|47|8|Ontario Ministry of the Environment|44|0|43.551611|-80.264167|124000061802
04/16/24|000061802|Guelph|PM2.5-24hr|UG/M3|3.5|24|Ontario Ministry of the Environment|15|0|43.551611|-80.264167|124000061802
04/16/24|000062001|North Bay|OZONE-1HR|PPB|36|1|Ontario Ministry of the Environment|-999|-999|46.322550|-79.449444|124000062001
04/16/24|000062001|North Bay|OZONE-8HR|PPB|35|8|Ontario Ministry of the Environment|32|0|46.322550|-79.449444|124000062001
04/16/24|000062001|North Bay|PM2.5-24hr|UG/M3|3|24|Ontario Ministry of the Environment|13|0|46.322550|-79.449444|124000062001
04/16/24|000062501|Tiverton|OZONE-1HR|PPB|46|1|Ontario Ministry of the Environment|-999|-999|44.314472|-81.549722|124000062501
04/16/24|000062501|Tiverton|OZONE-8HR|PPB|43|8|Ontario Ministry of the Environment|40|0|44.314472|-81.549722|124000062501
04/16/24|000062501|Tiverton|PM2.5-24hr|UG/M3|2.3|24|Ontario Ministry of the Environment|10|0|44.314472|-81.549722|124000062501
04/16/24|000063001|Burlington|OZONE-1HR|PPB|47|1|Ontario Ministry of the Environment|-999|-999|43.314603|-79.802770|124000063001
04/16/24|000063001|Burlington|OZONE-8HR|PPB|44|8|Ontario Ministry of the Environment|41|0|43.314603|-79.802770|124000063001
04/16/24|000063001|Burlington|PM2.5-24hr|UG/M3|3.4|24|Ontario Ministry of the Environment|14|0|43.314603|-79.802770|124000063001
04/16/24|000063301|Dorset|OZONE-1HR|PPB|45|1|Ontario Ministry of the Environment|-999|-999|45.224278|-78.932944|124000063301
04/16/24|000063301|Dorset|OZONE-8HR|PPB|43|8|Ontario Ministry of the Environment|40|0|45.224278|-78.932944|124000063301
04/16/24|000063301|Dorset|PM2.5-24hr|UG/M3|1.7|24|Ontario Ministry of the Environment|8|0|45.224278|-78.932944|124000063301
04/16/24|000063701|Grand Bend|OZONE-1HR|PPB|43|1|Ontario Ministry of the Environment|-999|-999|43.333083|-81.742889|124000063701
04/16/24|000063701|Grand Bend|OZONE-8HR|PPB|41|8|Ontario Ministry of the Environment|38|0|43.333083|-81.742889|124000063701
04/16/24|000063701|Grand Bend|PM2.5-24hr|UG/M3|3.7|24|Ontario Ministry of the Environment|15|0|43.333083|-81.742889|124000063701
04/16/24|000064001|Experimental Lakes|OZONE-1HR|PPB|50|1|Canadian Air and Precipitation Monitoring Network|-999|-999|49.663900|-93.721100|124000064001
