04/13/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-4|0.6|0|0|South Carolina DHEC
04/12/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-5|0.5|0|0|South Carolina DHEC
04/11/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-6|0.5|0|0|South Carolina DHEC
04/10/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-7|0.7|0|0|South Carolina DHEC
04/09/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-8|0.6|0|0|South Carolina DHEC
04/08/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-9|0.7|0|0|South Carolina DHEC
04/07/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-10|1.4|1|1|South Carolina DHEC
04/16/24|Ajo|AZ|PM10-24hr|UG/M3|-1|24|22|0|Arizona Department of Environmental Quality
04/15/24|Ajo|AZ|PM10-24hr|UG/M3|-2|27|25|0|Arizona Department of Environmental Quality
04/14/24|Ajo|AZ|PM10-24hr|UG/M3|-3|14|14|0|Arizona Department of Environmental Quality
04/13/24|Ajo|AZ|PM10-24hr|UG/M3|-4|17|17|0|Arizona Department of Environmental Quality
04/12/24|Ajo|AZ|PM10-24hr|UG/M3|-5|28|26|1|Arizona Department of Environmental Quality
04/09/24|Ajo|AZ|PM10-24hr|UG/M3|-8|14|13|0|Arizona Department of Environmental Quality
04/08/24|Ajo|AZ|PM10-24hr|UG/M3|-9|8|7|0|Arizona Department of Environmental Quality
04/07/24|Ajo|AZ|PM10-24hr|UG/M3|-10|3|3|0|Arizona Department of Environmental Quality
04/15/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-2|62||0|Arizona Department of Environmental Quality
04/14/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-3|70||1|Arizona Department of Environmental Quality
04/13/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-4|64||0|Arizona Department of Environmental Quality
04/12/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-5|65||0|Arizona Department of Environmental Quality
04/11/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-6|61||0|Arizona Department of Environmental Quality
04/10/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-7|57||0|Arizona Department of Environmental Quality
04/09/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-8|58||0|Arizona Department of Environmental Quality
04/08/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-9|58||0|Arizona Department of Environmental Quality
04/07/24|Alamo Lake State Park|AZ|OZONE-1HR|PPB|-10|59||0|Arizona Department of Environmental Quality
04/16/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-1|58|61|0|Arizona Department of Environmental Quality
04/15/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-2|60|67|0|Arizona Department of Environmental Quality
04/14/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-3|61|71|0|Arizona Department of Environmental Quality
04/13/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-4|63|77|1|Arizona Department of Environmental Quality
04/12/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-5|63|77|1|Arizona Department of Environmental Quality
04/11/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-6|57|58|0|Arizona Department of Environmental Quality
04/10/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-7|53|49|0|Arizona Department of Environmental Quality
04/09/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-8|57|58|0|Arizona Department of Environmental Quality
